Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
In Custody,Bookstore,1/28/2014,2014-0152,1/28/2014,11:31 AM,,"Closed By Citation, Adult"
Fire Alarm,Robinson Complex Bldg 1,1/28/2014,140128049,1/28/2014,12:00 PM,Burnt food,Referred To Other Agency
Incomplete Wireless 911 Call,Gilman Dr/Myers Dr,1/28/2014,140128051,1/28/2014,12:20 PM,,Checks OK
Security Alarm,Pepper Canyon Hall,1/28/2014,140128052,1/28/2014,12:56 PM,Staff member got locked inside room and felt panicked,Information Only
Unknown Injury Accident,Health Sciences Dr/Regents Rd,1/28/2014,140128057,1/28/2014,2:04 PM,Vehicle vs trailer,Referred To Other Agency-San Diego Police
Incomplete Wireless 911 Call,Voigt Dr/Equality Ln,1/28/2014,140128058,1/28/2014,2:09 PM,,Checks OK
Animal Call,Sequoyah Hall,1/28/2014,140128061,1/28/2014,3:26 PM,Dog running on Ridgewalk unattended,Information Only
Citizen Contact,Lot 510,1/28/2014,2014-0153,1/14/2014,Unknown,Collision counter report,Report Taken
Hit & Run No Injuries,Lot 303,1/28/2014,2014-0154,1/28/2014,8:00 AM-2:30 PM,,Report Taken
Injury,Main Gym,1/28/2014,140128066,1/28/2014,5:51 PM,Subject with knee injury,Transported To Hospital
Suspicious Vehicle,Torrey Pines Scenic Dr,1/28/2014,140128067,1/28/2014,7:50 PM,,Information Only
Incomplete Wireless 911 Call,York Hall,1/28/2014,140128068,1/28/2014,8:00 PM,,Checks OK
Citizen Contact,Galbraith Hall,1/28/2014,140128069,1/28/2014,8:09 PM,Smoking violation,Information Only
Incomplete Wireless 911 Call,Peterson Hall,1/28/2014,140128070,1/28/2014,8:44 PM,,Checks OK
Citizen Contact,Price Center Plaza,1/28/2014,140128071,1/28/2014,8:56 PM,Smoking,Information Only
Petty Theft,Bonner Hall,1/28/2014,140128072,1/28/2014,9:09 PM,,Property Found
Citizen Contact,Torrey Pines Center South,1/28/2014,140128074,1/28/2014,10:27 PM,Subjects UC vehicle locked inside parking structure,Checks OK
Citizen Contact,Muir Field,1/28/2014,140128075,1/28/2014,11:03 PM,,Information Only
Quiet Hours Contact,Matthew Apartments,1/28/2014,140128077,1/28/2014,11:45 PM,,Will Cooperate
Theft Of Bicycle,Tioga Hall,1/28/2014,2014-0155,1/25/2014-1/27/2014,12:50 PM-6:00 PM,Loss: $600.00,Online Report
Noise Disturbance,Europe Hall,10/14/2014,1410140004,10/14/2014,1:19 AM,Loud talking and sounds of moving furniture,Quiet On Arrival
Quiet Hours Contact,Brennan Hall,10/14/2014,1410140008,10/14/20o14,2:02 AM,,Information Only
Suspicious Person,Center For Molecular Medicine,10/14/2014,1410140009,10/14/2014,3:46 AM,,Unable To Locate
Fire Alarm,East Campus Utilities,10/14/2014,1410140021,10/14/2014,8:27 AM,,False Alarm
Ticket Sign Off,UCSD Police Department,10/14/2014,1410140028,10/14/2014,9:09 AM,,Information Only
Citizen Contact,UCTR 413,10/14/2014,1410140032,10/14/2014,9:48 AM,Two adult males smoking and refusing to put out cigarettes,Unable To Locate
Medical Aid,Biological Grade,10/14/2014,1410140035,10/14/2014,11:35 AM,Elderly male had a seizure,Medics Responded
Citizen Flagdown,Voigt Dr/Lot 703,10/14/2014,1410140036,10/14/2014,11:39 AM,Broken down vehicle pushed into parking lot,Information Only
Bicyclist Stop,Library Walk,10/14/2014,1410140037,10/14/2014,12:27 PM,,Written Warning Issued
Bicyclist Stop,Gilman DR/Mandeville Ln,10/14/2014,1410140039,10/14/2014,12:40 PM,,Verbal Warning Issued
Bicyclist Stop,Library Walk,10/14/2014,1410140040,10/14/2014,12:49 PM,,Verbal Warning Issued
Security Alarm,Medical Teaching Facility,10/14/2014,1410140043,10/14/2014,1:45 PM,,False Alarm
Disturbance,Housing & Dining,10/14/2014,1410140044,10/14/2014,2:16 PM,Non-affiliate making staff feel uncomfortable,Field Interview
Injury,Canyon Vista,10/14/2014,1410140046,10/14/2014,2:35 PM,Young adult female slipped and hit her head,Transported To Hospital
Medical Aid,Villa La Jolla Dr/Gilman Dr,10/14/2014,1410140049,10/14/2014,3:01 PM,Adult male experiencing chest pains,Transported To Hospital
Non Injury Accident,UCSD Campus,10/14/2014,1410140051,10/14/2014,Unknown,"UC vehicle vs. private vehicle, no injuries, no damage",Information Only
Fire Alarm,Engineering Bldg Unit 1,10/14/2014,1410140052,10/14/2014,4:28 PM,,False Alarm
Traffic Control,Gilman Dr/Villa La Jolla Dr,10/14/2014,1410140053,10/14/2014,4:42 PM,Transmission fluid leak,Information Only
Citizen Contact,UCSD Police Department,10/14/2014,1410140056,10/14/2014,5:24 PM,Ticket sign off,Cancelled Before Dispatched
Ticket Sign Off,Regents Rd/Miramar St,10/14/2014,1410140056,10/14/2014,5:24 PM,,Information Only
Drunk In Public,"Hall Of Justice, San Diego, CA",10/14/2014,2014-1616,10/14/2014,6:52 PM,Subject contacted during MADD meeting,Closed By Adult Arrest
Marijuana Contact,Sixth College Apartments,10/14/2014,1410140059,10/14/2014,6:59 PM,Odor of marijuana in the area,Unable To Locate
Suspicious Person,North Mesa Apartments,10/14/2014,1410140064,10/14/2014,7:54 PM,,Unable To Locate
Possession Of Stolen Property,Tenaya Hall,10/14/2014,1410140065,10/14/2014,,Roommate dispute,Field Interview
Security Alarm,Engineering Bldg Unit 3A,10/14/2014,1410140072,10/14/2014,8:55 PM,,False Alarm
Bicyclist Stop,Lot 702,10/14/2014,1410140080,10/14/2014,11:30 PM,,Verbal Warning Issued
Security Alarm,IRPS Computer Lab,10/14/2014,1410140081,10/14/2014,11:32 PM,,False Alarm
Marijuana Contact,Revelle Apartments,10/14/2014,1410140083,10/14/2014,11:41 PM,,Information Only
Psych Subject,South Mesa Apartments,10/14/2014,2014-1618,10/14/2014,11:51 PM,"Adult female walking around building, sweating and talking rapidly",Transported To Hospital
Petty Theft-Bicycle,Village East Bldg 1,10/14/2014,2014-1627,10/13/2014-10/14/2014,10:30 AM-12:15 PM,Loss $350.00,
Information,South Mesa Apartments,10/21/2014,1410210001,10/21/2014,12:29 AM,Suspicious Person,Information Only
Alcohol Contact,Lot 208,10/21/2014,1410210002,10/21/2014,1:14 AM,,Cited
Citizen Flagdown,"CVS, La Jolla, CA",10/21/2014,1410210003,10/21/2014,1:22 AM,,Field Interview
Injury,Tamarack Apartments,10/21/2014,1410210008,10/21/2014,2:44 AM,Young adult male sprained his ankle playing basketball,Transported To Hospital
Suspicious Vehicle,Lot 510,10/21/2014,1410210012,10/21/2014,3:52 AM,,Field Interview
Security Alarm,Torrey Pines Center South,10/21/2014,1410210014,10/21/2014,6:05 AM,,False Alarm
Bicyclist Stop,Gilman Dr/Library Walk,10/21/2014,1410210016,10/21/2014,6:49 AM,,Cited
Suspicious Person,Unex A,10/21/2014,1410210019,10/21/2014,7:08 AM,,Field Interview
Bicyclist Stop,John Jay Hopkins Dr/Genesee Ave,10/21/2014,1410210022,10/21/2014,7:32 AM,,Cited
Medical Aid,Atlantis Hall,10/21/2014,1410210024,10/21/2014,7:44 AM,Young adult male passed out,Transported To Hospital
Injury,Outback Adventures,10/21/2014,1410210034,10/21/2014,9:12 AM,Young adult female fell off skateboard causing her to hit her head and road rash,Information Only
Hit & Run- No Injuries,UCSD Police Department,10/21/2014,2014-1674,09/30/2014-10/03/2014,8:00 AM-6:00 PM,,Report Taken
Attempt To Contact,Dance Studio,10/21/2014,1410210044,10/21/2014,11:03 AM,Parent calling in stating daughter is wearing a heart monitor and needs to go to the Emergency,Unable To Locate
Injury,Mandeville Ln,10/21/2014,1410210045,10/21/2014,11:04 AM,"Per Shuttles, male on ground with possible skateboarding injury",Cancelled After Dispatched
Information,Engineering Bldg Unit 3B,10/21/2014,1410210048,10/21/2014,11:33 AM,Bicycle locked to handicap railing,Impounded
Medical Aid,Center Hall,10/21/2014,1410210051,10/21/2014,12:02 PM,Adult male had a seizure,Transported To Hospital
Injury,York Hall,10/21/2014,2014-1675,10/21/2014,12:29 PM,"Adult male fell from bicycle, complaint of head and knee pain",Transported To Hospital
"Disturbance, Psych Subject",Galbraith Hall,10/21/2014,1410210053,10/21/2014,12:46 PM,"Attempted suicide, voluntary transport to hospital",Transported To Hospital
Suspicious Person,Career Planning & Placement,10/21/2014,1410210054,10/21/2014,12:51 PM,,Checks OK
Medical Aid,UNEX Y,10/21/2014,1410210055,10/21/2014,1:10 PM,Report of female with complaint of numbness in hand,Medical Transportation Refused
Bicyclist Stop,Lot 016,10/21/2014,1410210060,10/21/2014,1:57 PM,,Cited
Petty Theft,VA Hospital,10/21/2014,2014-1680,10/21/2014,9:00 AM-1:00 PM,"2 debit cards stolen out of valet parked vehicle, loss $2.00",Report Taken
Bicyclist Stop,Lot 781,10/21/2014,1410210069,10/21/2014,4:12 PM,,Verbal Warning Issued
Petty Theft,Bookstore,10/21/2014,2014-1681,10/7/2014,8:57 AM,"Stolen text book, loss $71.00",Report Taken
Fire Alarm,Argo Hall,10/21/2014,1410210079,10/21/2014,6:03 P M,,Checks OK
Citizen Contact,Geisel Library,10/21/2014,2014-1683,10/17/2014,1:30 PM,Psych subject made verbal threats toward reporting party,Report Taken
Medical Aid,Lot 207,10/21/2014,1410210082,10/21/2014,6:55 PM,Adult male experiencing muscle spasms,Transported To Hospital
Suicide Attempt,Muir Commons-Pines,10/21/2014,1410210083,10/21/2014,6:58 AM,Juvenile experiencing suicidal thoughts,Transported To Hospital
Incomplete Wireless 911 Call,Goody's,10/21/2014,1410210084,10/21/2014,7:22 PM,,Checks OK
Citizen Contact,1 Miramar Bldg 2,10/21/2014,1410210090,10/21/2014,7:51 PM,Person smoking on side of building,Policy Warning Issued
Information,Regents Rd/La Jolla Village Dr,10/21/2014,1410210093,10/21/2014,8:39 PM,San Diego Police & San Diego Fire Department responding to unknown accident,Referred To Other Agency-San Diego Police/San Diego Fire Department
Information,Equality Ln,10/21/2014,1410210100,10/21/2014,10:48 PM,Witness reporting hit & run accident,Information Only
Security Alarm,Home Plate,10/21/2014,1410210102,10/21/2014,11:36 PM,,False Alarm
Public Intoxication,Porters Pub,10/21/2014,2014-1684,10/21/2014,11:54 PM,Intoxicated male throwing rocks and fighting with security,Closed By Adult Arrest
Petty Theft- Bicycle,Galbraith Hall,10/20/2014,2014-1676,10/17/2014,5:00 PM-5:50 PM,Loss $350.00,Online Report
Petty Theft- Bicycle,Meteor Hall,10/20/2014,2014-1677,10/17/2014-10/20/2014,3:00 PM-2:00 PM,Loss $419.00,Online Report
Petty Theft- Bicycle,Center Hall,10/20/2014,2014-1678,10/20/2014,11:00 AM-8:50 PM,Loss $600.00,Online Report
Petty Theft- Bicycle,Marshall,10/20/2014,2014-1679,10/20/2014,5:00 PM-9:00 PM,Loss $400.00,Online Report
Assist Other Agency,Blacks Beach Gate,10/9/2014,1410090002,10/9/2014,12:26 AM,"Per San Diego Police, welfare check on adult male left behind by son",Checks OK
Person Down,Blacks Beach,10/9/2014,1410090007,10/9/2014,1:26 AM,,Unfounded
Noise Disturbance,Cuzco Hall,10/9/2014,1410090011,10/9/2014,2:36 AM,Group of people yelling an laughing loudly,Information Only
Attempt To Contact,Biomedical Sciences Bldg,10/9/2014,1410090016,10/9/2014,4:19 AM,,Unable To Locate
Citizen Flagdown,Gilman Dr/Osler Ln,10/9/2014,1410090020,10/9/2014,5:17 AM,Directions provided to lost truck driver,Information Only
Security Alarm,Robinson Complex Bldg 3,10/9/2014,1410090028,10/9/2014,8:09 AM,,False Alarm
Medical Aid,Spanos Athletic Training Facility,10/9/2014,1410090029,10/9/2014,8:20 AM,Young adult male just finished working out and lungs are hurting,Transported To Hospital
Welfare Check,Gilman Dr/Osler Ln,10/9/2014,1410090033,10/9/2014,8:50 AM,"Hispanic adult male in hospital gown, walking around in area",Field Interview
Incomplete Wireless 911 Call,Scholars Ln,10/9/2014,1410090036,10/9/2014,9:23 AM,,Unable To Locate
Suspicious Person,Pepper Canyon Hall/Visual Arts,10/9/2014,1410090038,10/9/2014,9:53 AM,,Cancelled After Dispatched
Grand Theft,Shiley Eye Center,10/9/2014,2014-1579,10/9/2014,9:00 AM-10:0 AM,"Stolen purse, loss $3, 760.00",Report Taken
Information,Russell Ln/Gilman Dr,10/9/2014,1410090050,10/9/2014,11:51 AM,Request for grounds to trim tree with branches blocking pedestrian walkway sign,Information Only
Information,Lot 603,10/9/2014,1410090056,10/9/2014,12:53 PM,Vehicle parked in reserved space,Information Only
Grand Theft,Bldg 710 Bike Racks,10/9/2014,2014-1580,10/8/2014-10/9/2014,10:00 PM-12:30 PM,"Theft of bicycle, loss $3, 000.00",Report Taken
Fraud,UCSD Police Department,10/9/2014,1410090060,10/9/2014,1:38 PM,Multiple fraudulent charges on debit acct made in Los Angeles,Information Only
Hit & Run- No Injuries,1 Miramar Street Apartments,10/9/2014,2014-1581,10/5/2014-10/6/2014,10:00 PM-1:30 PM,,Report Taken
Suspicious Person,Lot 208,10/9/2014,1410090068,10/9/2014,3:04 PM,,Checks OK
Disturbance-Argument,Lot 003,10/9/2014,1410090070,10/9/2014,3:54 PM,Shuttle bus driver unable to get out of lot due to other motorist blocking entrance/exit with,Verbal Warning Issued
Bicyclist Sop,Scholars Dr North,10/9/2014,1410090071,10/9/2014,5:02 PM,,Verbal Warning Issued
Suspicious Person,Blake Hall,10/9/2014,2014-1582,10/9/2014,6:51 PM,"Reporting party observed possibly bike caser, found freshly cut lock next to his bicycle",Closed By Adult Arrest
Unknown Event,Muir Ln,10/9/2014,1410090081,10/9/2014,9:29 PM,,Unable To Locate
Assist Other Agency,Glider Port,10/9/2014,1410090083,10/9/2014,10:11 PM,,Field Interview
Citizen Contact,Marshall Field,10/9/2014,1410090084,10/9/2014,10:33 PM,Citizen with dog not on a leash,Will Cooperate
Suspicious Person,Cuzco Hall,10/9/2014,1410090086,10/9/2014,11:18 PM,,Checks OK
Suspicious Vehicle,Holiday Ct./St. Jermaine's Lot,10/9/2014,1410090088,10/9/2014,11:43 PM,,Field Interview
Marijuana Contact,Village East 1,10/9/2014,1410090089,10/9/2014,11:47 PM,Resident Advisor smells marijuana in area,Information Only
Petty Theft-Bicycle,Tioga Hall,10/8/2014,2014-1577,10/7/2014-10/8/2014,4:00 PM-1:00 PM,Loss $150.00,Online Report
Petty Theft,Geisel Library,10/9/2014,2014-1583,10/6/2014,11:0 AM-7:40 PM,"Money stolen from purse, loss $600.00",Online Report
Petty Theft-Bicycle,Sixth College,10/9/2014,2014-1584,10/8/2014-10/9/2014,9:50 PM-9:30 AM,Loss $400.00,Online Report
Petty Theft-Bicycle,Sixth College Bike Racks,10/9/2014,2014-1585,10/9/2014,3:20 AM-7:20 AM,Loss $800.00,Online Report
Petty Theft-Bicycle,Sixth College Res Life Office-Bike Racks,10/9/2014,2014-1586,10/9/2014,11:05 AM,Loss $100.00,Online Report
Petty Theft-Bicycle,Sixth College,10/9/2014,2014-1587,10/9/2014,11:15 AM,Loss $500.00,Online Report
Petty Theft,Sixth College,10/9/2014,2014-1588,10/9/2014,1:30 AM-8:30 AM,Loss $600.00,Online Report
Theft Of Bicycle,Medical Teaching Bldg,10/9/2014,2014-1589,10/9/2014,5:30 PM,Loss $800.00,Online Report
Domestic Violence Disturbance,Matthews Apartments-Foodworx,10/19/2014,1410190002,10/19/2014,12:17 AM,Report of adult female screaming attempting to exit vehicle as it drove off,Checks OK/Report Taken
Welfare Check,Lot 203,10/19/2014,1410190003,10/19/2014,12:32 AM,"Female upset because driver was intoxicated, female picked up by father",checks OK
Alcohol Contact,Ridgewalk/H Bldg,10/19/2014,1410190004,10/19/2014,12:53 AM,Intoxicated subject will be escorted by sober friend,Information Only
Drunk In Public,Cuzco Hall,10/19/2014,1410190005,10/19/2014,1:02 AM,Intoxicated subject released to care of sober roommate,Information Only
Information,Lot 208,10/19/2014,1410190006,10/19/2014,1:03 AM,Party bus unloading,Checks OK
Excessive Alcohol,Oceania Hall,10/19/2014,2014-1661,10/19/2014,1:25 AM,,Transported To Hospital
DUI,Gilman Dr/Lot 406,10/19/2014,2014-1662,10/19/2014,2:10 AM,1 passenger transported to detox for public intoxication and cited for minor consuming alcohol,Closed By Adult Arrest
Assist Other Agency,Inyaha Ln,10/19/2014,1410190013,10/19/2014,2:48 AM,Report of two bike thefts that just occurred,Unable To Locate
Suspicious Vehicle,La Jolla Shores Dr,10/19/2014,1410190014,10/19/2014,2:53 AM,,Checks OK
"Disturbance, Argument",Café Vita,10/19/2014,2014-1663,10/19/2014,3:21 AM,"Verbal argument between male & female, male subject transported to detox for publicintoxication",Transported To Detox
Disturbance,Genesee Ave,10/19/2014,1410190016,10/19/2014,3:56 AM,Loud party,Quiet On Arrival
Security Alarm,Geisel Library,10/19/2014,1410190018,10/19/2014,4:24 AM,,False Alarm
Hit & Run-No Injuries,Myers Dr/Rupertus Wy,10/19/2014,2014-1664,10/17/2014-10/19/2014,3:00 PM-4:3 AM,,Report Taken
Security Alarm,Student Services Center,10/19/2014,1410190020,10/19/2014,6:39 AM,,False Alarm
Suicide Attempt,The Village West Bldg 1,10/19/2014,1410190023,10/19/2014,9:19 AM,"Per parent, son sent ex-girlfriend text message with suicidal threats",Checks OK
Incomplete Wireless 911 Call,Marshall Field,10/19/2014,1410190029,10/19/2014,1:35 PM,,Checks OK
Incomplete Phone Call/911 Hang-up,Gilman Information Booth,10/19/2014,1410190031,10/19/2014,2:44 PM,,Checks OK
Citizen Flagdown,Villa La  Jolla Dr,10/19/2014,1410190032,10/19/2014,3:03 PM,Regarding a disturbance by adult male with dog,Checks OK
Fire Alarm,Asia Hall,10/19/2014,1410190038,10/19/2014,7:08 PM,,False Alarm
Security Alarm,UCTR 301,10/19/2014,1410190040,10/19/2014,8:14 PM,,False Alarm
Bicyclist Stop,Genesee Ave/Executive Wy,10/19/2014,1410190041,10/19/2014,9:00 PM,,Verbal Warning Issued
Illegal Parking,1 Miramar Bldg 4,10/19/2014,1410190043,10/19/2014,9:09 PM,,Cited
Citizen Contact,Muir Commons,10/19/2014,1410190044,10/19/2014,9:52 PM,Report of trick skating,Information Only
Marijuana Contact,Sixth College Apartments,10/19/2014,1410190045,10/19/2014,10:11 PM,,Information Only
Battery,Gilman Dr/Eucalyptus Grove Ln,10/19/2014,2014-1666,10/19/2014,10:23 PM,Female subject battered MTS bus driver and another bus rider after arguing over bus fare andbeing asked to get off the bus,Report Taken
Marijuana Contact,Tioga Hall,10/19/2014,1410190047,10/19/2014,10:45 PM,,Information Only
Collision-No Injuries,Hopkins Parking Structure,10/19/2014,1410190050,10/19/2014,11:15 PM,"Reporting party hit another vehicle, advised to leave note but requesting police contact,involved parties exchanged information",Information Only
Petty Theft,Tenaya Hall,10/4/2014,2014-1539,10/4/2014,12:07 AM,Subjects taking items from vending machine,Report Taken
Alcohol Contact,Marshall Res Halls,10/4/2014,1410040002,10/4/2014,12:17 AM,,Information Only
Welfare Check,Social Sciences Building,10/4/2014,2014-1538,10/4/2014,12:38 AM,,Report Taken
Medical Aid,Glider Port,10/4/2014,2014-1540,10/4/2014,12:40 AM,,Transported to Hospital by Medics
Citizen Flagdown,Voigt Drive,10/4/2014,1410040009,10/4/2014,1:37 AM,Possible DUI driver,Unable to Locate
Alcohol Contact,Parking Lot 309,10/4/2014,2014-1542,10/4/2014,1:30 AM,,"Closed, Cited and Released"
Drunk in Public,Mesa Verde Hall,10/4/2014,2014-1543,10/4/2014,1:39 AM,,Transported to Detox
Drunk in Public,The Village West Building 1,10/4/2014,1410040012,10/4/2014,1:50 AM,,Checks Ok
Alcohol Contact,Tamarack Apartments,10/4/2014,1410040013,10/4/2014,1:52 AM,,Field Interview
Welfare Check,ERC Shuttle Stop,10/4/2014,1410040014,10/4/2014,2:06 AM,Subject crying,Checks Ok
Report of Indecent Exposure,Earth Hall South,10/4/2014,1410040016,10/4/2014,2:11 AM,,Information Only
"Disturbance, Noise",The Village West Building 6,10/4/2014,1410040017,10/4/2014,2:20 AM,Loud talking from group outside,Quiet on Arrival
